payment_id,customer_id,amount_paise,currency,failure_reason_raw,true_failure_category,failed_at,subscription_id,attempt_number,ground_truth_recovered
PAY00246,CUST0172,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-07T07:44:00,SUB0028,1,True
PAY00247,CUST0185,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-06T13:31:00,SUB0097,1,False
PAY00248,CUST0026,999900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-08T05:28:00,,1,True
PAY00249,CUST0076,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-11T05:56:00,,1,True
PAY00250,CUST0141,499900,INR,Transaction failed,other,2026-08-16T22:01:00,,1,False
PAY00251,CUST0156,99900,INR,Payment could not be processed,invalid_cvv,2026-08-07T13:44:00,,1,True
PAY00252,CUST0139,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-02T12:36:00,SUB0014,1,True
PAY00253,CUST0093,999900,INR,Insufficient balance in account,insufficient_funds,2026-08-21T19:30:00,SUB0044,1,True
PAY00254,CUST0164,49900,INR,Insufficient balance in account,insufficient_funds,2026-08-10T12:30:00,,1,True
PAY00255,CUST0024,299900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-12T05:28:00,SUB0068,1,True
PAY00256,CUST0058,999900,INR,Unknown error occurred,network_error,2026-08-04T02:42:00,SUB0059,1,True
PAY00257,CUST0142,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-18T21:55:00,SUB0061,1,False
PAY00258,CUST0122,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-02T16:36:00,,1,False
PAY00259,CUST0174,1999900,INR,Transaction failed,other,2026-08-15T05:10:00,,1,False
PAY00260,CUST0033,299900,INR,Insufficient balance in account,insufficient_funds,2026-08-07T20:09:00,SUB0018,1,False
PAY00261,CUST0023,1999900,INR,EXPIRED_CARD,card_expired,2026-08-09T16:29:00,SUB0134,1,False
PAY00262,CUST0201,499900,INR,EXPIRED_CARD,card_expired,2026-08-19T18:48:00,SUB0028,1,False
PAY00263,CUST0145,149900,INR,"Network error, please retry",network_error,2026-08-14T08:24:00,SUB0122,1,True
PAY00264,CUST0010,499900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-13T01:25:00,SUB0061,1,False
PAY00265,CUST0013,49900,INR,"Network error, please retry",network_error,2026-08-11T09:19:00,SUB0026,1,True
PAY00266,CUST0249,999900,INR,Incorrect CVV entered,invalid_cvv,2026-08-15T10:17:00,,1,True
PAY00267,CUST0023,299900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-16T16:55:00,SUB0041,1,True
PAY00268,CUST0017,1999900,INR,This card is no longer valid,card_expired,2026-08-17T18:01:00,,1,False
PAY00269,CUST0052,149900,INR,Transaction failed,network_error,2026-08-07T08:23:00,SUB0032,1,True
PAY00270,CUST0175,299900,INR,Txn declined - low balance,insufficient_funds,2026-08-06T15:37:00,SUB0067,1,False
PAY00271,CUST0192,299900,INR,Gateway timeout,network_error,2026-08-02T05:54:00,,1,True
PAY00272,CUST0220,149900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-21T13:32:00,,1,True
PAY00273,CUST0197,999900,INR,"Network error, please retry",network_error,2026-08-06T19:51:00,SUB0079,1,True
PAY00274,CUST0183,299900,INR,Unknown error occurred,other,2026-08-12T14:16:00,SUB0134,1,True
PAY00275,CUST0212,1999900,INR,Unknown error occurred,bank_declined,2026-08-12T17:41:00,SUB0028,1,False
PAY00276,CUST0124,1999900,INR,Txn declined - low balance,insufficient_funds,2026-08-09T08:41:00,,1,False
PAY00277,CUST0077,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-20T12:42:00,SUB0007,1,True
PAY00278,CUST0168,299900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-13T12:47:00,,1,True
PAY00279,CUST0147,99900,INR,"Network error, please retry",network_error,2026-08-18T20:50:00,,1,True
PAY00280,CUST0092,499900,INR,DO_NOT_HONOR,bank_declined,2026-08-06T09:06:00,,1,True
PAY00281,CUST0186,149900,INR,Gateway timeout,network_error,2026-08-21T02:14:00,,1,True
PAY00282,CUST0079,499900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-10T14:54:00,SUB0150,1,True
PAY00283,CUST0149,99900,INR,Transaction failed,other,2026-08-17T03:55:00,SUB0106,1,False
PAY00284,CUST0014,99900,INR,Incorrect CVV entered,invalid_cvv,2026-08-11T13:36:00,,1,False
PAY00285,CUST0037,49900,INR,This card is no longer valid,card_expired,2026-08-16T10:40:00,SUB0015,1,False
PAY00286,CUST0002,99900,INR,DO_NOT_HONOR,bank_declined,2026-08-19T05:31:00,,1,False
PAY00287,CUST0034,299900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-13T00:02:00,,1,False
PAY00288,CUST0244,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-07T00:43:00,,1,True
PAY00289,CUST0058,49900,INR,"Network error, please retry",network_error,2026-08-13T16:37:00,SUB0012,1,True
PAY00290,CUST0077,499900,INR,Payment could not be processed,other,2026-08-17T10:27:00,,1,False
PAY00291,CUST0088,99900,INR,Payment could not be processed,other,2026-08-06T12:01:00,,1,True
PAY00292,CUST0034,99900,INR,Insufficient balance in account,insufficient_funds,2026-08-04T11:45:00,SUB0066,1,True
PAY00293,CUST0198,49900,INR,Declined by issuing bank,bank_declined,2026-08-04T20:53:00,,1,True
PAY00294,CUST0107,299900,INR,Declined by issuing bank,bank_declined,2026-08-05T06:44:00,SUB0108,1,False
PAY00295,CUST0170,999900,INR,Txn declined - low balance,insufficient_funds,2026-08-05T13:53:00,SUB0031,1,False
PAY00296,CUST0073,499900,INR,Insufficient balance in account,insufficient_funds,2026-08-07T08:53:00,SUB0105,1,True
PAY00297,CUST0076,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-16T10:15:00,,1,True
PAY00298,CUST0233,49900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-17T02:46:00,,1,False
PAY00299,CUST0165,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-04T05:55:00,SUB0081,1,True
PAY00300,CUST0110,49900,INR,Gateway timeout,network_error,2026-08-01T04:42:00,SUB0113,1,True
PAY00301,CUST0245,149900,INR,Declined by issuing bank,bank_declined,2026-08-06T03:25:00,SUB0099,1,False
PAY00302,CUST0177,1999900,INR,CVV verification failed,invalid_cvv,2026-08-06T03:08:00,SUB0041,1,True
PAY00303,CUST0027,499900,INR,This card is no longer valid,card_expired,2026-08-15T05:39:00,SUB0008,1,False
PAY00304,CUST0221,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-16T15:07:00,SUB0017,1,True
PAY00305,CUST0067,999900,INR,Declined by issuing bank,bank_declined,2026-08-17T23:36:00,SUB0087,1,False
PAY00306,CUST0133,999900,INR,Declined by issuing bank,bank_declined,2026-08-08T15:22:00,,1,False
PAY00307,CUST0039,499900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-02T00:41:00,SUB0121,1,False
PAY00308,CUST0219,149900,INR,Payment could not be processed,bank_declined,2026-08-08T10:17:00,SUB0097,1,True
PAY00309,CUST0104,1999900,INR,Gateway timeout,network_error,2026-08-19T14:05:00,SUB0031,1,False
PAY00310,CUST0128,299900,INR,Gateway timeout,network_error,2026-08-02T17:35:00,SUB0078,1,True
PAY00311,CUST0228,299900,INR,DO_NOT_HONOR,bank_declined,2026-08-11T11:52:00,SUB0117,1,True
PAY00312,CUST0085,149900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-15T03:06:00,SUB0088,1,False
PAY00313,CUST0091,149900,INR,"Network error, please retry",network_error,2026-08-04T01:57:00,SUB0105,1,True
PAY00314,CUST0028,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-13T06:29:00,SUB0087,1,False
PAY00315,CUST0028,1999900,INR,Gateway timeout,network_error,2026-08-19T03:49:00,SUB0130,1,False
PAY00316,CUST0035,49900,INR,Transaction failed,other,2026-08-18T13:53:00,,1,False
PAY00317,CUST0200,99900,INR,Incorrect CVV entered,invalid_cvv,2026-08-05T03:24:00,,1,True
PAY00318,CUST0083,499900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-08T08:25:00,,1,False
PAY00319,CUST0116,999900,INR,Gateway timeout,network_error,2026-08-17T09:53:00,,1,True
PAY00320,CUST0183,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-07T19:45:00,SUB0034,1,True
PAY00321,CUST0182,999900,INR,DO_NOT_HONOR,bank_declined,2026-08-21T10:45:00,SUB0123,1,True
PAY00322,CUST0150,1999900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-18T09:56:00,,1,False
PAY00323,CUST0134,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-02T06:17:00,SUB0074,1,False
PAY00324,CUST0175,149900,INR,Insufficient balance in account,insufficient_funds,2026-08-07T17:02:00,SUB0144,1,True
PAY00325,CUST0222,1999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-10T22:42:00,SUB0107,1,True
PAY00326,CUST0245,499900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-02T00:47:00,,1,True
PAY00327,CUST0200,999900,INR,CVV verification failed,invalid_cvv,2026-08-21T11:48:00,,1,True
PAY00328,CUST0051,99900,INR,Gateway timeout,network_error,2026-08-03T05:11:00,SUB0011,1,True
PAY00329,CUST0110,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-09T00:21:00,,1,True
PAY00330,CUST0011,1999900,INR,Txn declined - low balance,insufficient_funds,2026-08-21T19:53:00,SUB0147,1,True
PAY00331,CUST0141,99900,INR,This card is no longer valid,card_expired,2026-08-06T16:04:00,SUB0140,1,False
PAY00332,CUST0138,99900,INR,EXPIRED_CARD,card_expired,2026-08-11T10:23:00,,1,False
PAY00333,CUST0159,149900,INR,Declined by issuing bank,bank_declined,2026-08-15T07:57:00,,1,False
PAY00334,CUST0063,299900,INR,Unknown error occurred,other,2026-08-04T12:16:00,SUB0133,1,False
PAY00335,CUST0211,299900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-16T01:18:00,SUB0132,1,True
PAY00336,CUST0022,1999900,INR,Transaction failed,other,2026-08-18T17:00:00,SUB0055,1,False
PAY00337,CUST0222,1999900,INR,Gateway timeout,network_error,2026-08-14T20:52:00,,1,False
PAY00338,CUST0040,49900,INR,Transaction failed,insufficient_funds,2026-08-06T08:35:00,,1,True
PAY00339,CUST0234,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-14T10:01:00,SUB0002,1,True
PAY00340,CUST0165,499900,INR,Gateway timeout,network_error,2026-08-02T22:54:00,,1,True
PAY00341,CUST0028,149900,INR,Txn declined - low balance,insufficient_funds,2026-08-15T12:25:00,SUB0041,1,False
PAY00342,CUST0137,1999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-18T09:40:00,,1,True
PAY00343,CUST0235,49900,INR,Unknown error occurred,other,2026-08-18T17:09:00,SUB0101,1,True
PAY00344,CUST0138,999900,INR,Declined by issuing bank,bank_declined,2026-08-12T06:26:00,,1,False
PAY00345,CUST0037,149900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-07T03:11:00,SUB0014,1,True
PAY00346,CUST0218,499900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-03T09:42:00,SUB0149,1,True
PAY00347,CUST0125,999900,INR,Payment could not be processed,other,2026-08-08T03:18:00,,1,False
PAY00348,CUST0082,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-19T04:36:00,,1,False
PAY00349,CUST0246,1999900,INR,Declined by issuing bank,bank_declined,2026-08-08T22:47:00,SUB0093,1,False
PAY00350,CUST0035,299900,INR,"Network error, please retry",network_error,2026-08-15T11:49:00,SUB0045,1,True
PAY00351,CUST0166,99900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-18T06:16:00,,1,False
PAY00352,CUST0187,999900,INR,Insufficient balance in account,insufficient_funds,2026-08-01T18:37:00,SUB0010,1,True
PAY00353,CUST0142,99900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-12T12:14:00,SUB0075,1,False
PAY00354,CUST0035,499900,INR,Declined by issuing bank,bank_declined,2026-08-01T21:15:00,,1,False
PAY00355,CUST0158,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-06T18:36:00,,1,True
PAY00356,CUST0189,99900,INR,Payment could not be processed,network_error,2026-08-03T08:23:00,,1,True
PAY00357,CUST0133,299900,INR,CVV verification failed,invalid_cvv,2026-08-02T01:41:00,,1,True
PAY00358,CUST0134,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-19T17:36:00,,1,True
PAY00359,CUST0094,299900,INR,Declined by issuing bank,bank_declined,2026-08-08T16:25:00,,1,False
PAY00360,CUST0125,299900,INR,Transaction failed,network_error,2026-08-06T07:04:00,SUB0039,1,True
PAY00361,CUST0048,299900,INR,Insufficient balance in account,insufficient_funds,2026-08-11T23:07:00,SUB0054,1,True
PAY00362,CUST0152,99900,INR,Transaction failed,insufficient_funds,2026-08-19T18:10:00,SUB0147,1,True
PAY00363,CUST0038,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-13T19:36:00,,1,True
PAY00364,CUST0187,99900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-15T19:30:00,SUB0106,1,False
PAY00365,CUST0154,499900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-09T05:46:00,,1,False
PAY00366,CUST0153,99900,INR,DO_NOT_HONOR,bank_declined,2026-08-04T00:12:00,,1,False
PAY00367,CUST0176,99900,INR,Card has expired,card_expired,2026-08-16T19:38:00,,1,True
PAY00368,CUST0129,99900,INR,Gateway timeout,network_error,2026-08-20T17:52:00,,1,True
PAY00369,CUST0174,49900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-17T13:14:00,SUB0098,1,False
PAY00370,CUST0090,149900,INR,Declined by issuing bank,bank_declined,2026-08-16T07:58:00,SUB0140,1,False
PAY00371,CUST0105,1999900,INR,Insufficient balance in account,insufficient_funds,2026-08-01T18:33:00,SUB0053,1,True
PAY00372,CUST0177,99900,INR,"Network error, please retry",network_error,2026-08-14T20:37:00,,1,True
PAY00373,CUST0109,299900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-07T13:35:00,SUB0095,1,False
PAY00374,CUST0144,499900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-12T22:25:00,,1,False
PAY00375,CUST0169,999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-06T03:13:00,,1,True
PAY00376,CUST0206,999900,INR,Declined by issuing bank,bank_declined,2026-08-01T02:52:00,,1,True
PAY00377,CUST0112,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-20T01:46:00,,1,True
PAY00378,CUST0158,499900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-02T05:40:00,SUB0133,1,True
PAY00379,CUST0074,999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-02T11:15:00,,1,False
PAY00380,CUST0023,299900,INR,Payment could not be processed,other,2026-08-13T18:12:00,,1,False
PAY00381,CUST0018,499900,INR,CVV verification failed,invalid_cvv,2026-08-19T11:22:00,SUB0050,1,False
PAY00382,CUST0117,299900,INR,Incorrect CVV entered,invalid_cvv,2026-08-17T03:35:00,SUB0030,1,True
PAY00383,CUST0206,1999900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-19T08:44:00,SUB0124,1,True
PAY00384,CUST0198,299900,INR,Txn declined - low balance,insufficient_funds,2026-08-15T18:55:00,SUB0018,1,True
PAY00385,CUST0098,99900,INR,DO_NOT_HONOR,bank_declined,2026-08-11T13:22:00,SUB0068,1,False
PAY00386,CUST0064,1999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-11T02:35:00,SUB0091,1,False
PAY00387,CUST0056,999900,INR,CVV verification failed,invalid_cvv,2026-08-07T15:47:00,,1,True
PAY00388,CUST0224,99900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-20T11:09:00,SUB0021,1,False
PAY00389,CUST0174,1999900,INR,Payment could not be processed,other,2026-08-18T01:54:00,,1,False
PAY00390,CUST0127,1999900,INR,CVV verification failed,invalid_cvv,2026-08-17T08:25:00,SUB0014,1,True
PAY00391,CUST0135,49900,INR,"Network error, please retry",network_error,2026-08-17T11:25:00,,1,True
PAY00392,CUST0118,149900,INR,Unknown error occurred,other,2026-08-01T00:43:00,SUB0084,1,True
PAY00393,CUST0093,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-08T08:30:00,SUB0048,1,False
PAY00394,CUST0128,149900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-12T12:17:00,SUB0148,1,True
PAY00395,CUST0176,1999900,INR,Insufficient balance in account,insufficient_funds,2026-08-08T17:27:00,SUB0039,1,False
PAY00396,CUST0122,99900,INR,Gateway timeout,network_error,2026-08-21T16:34:00,,1,True
PAY00397,CUST0077,999900,INR,Insufficient balance in account,insufficient_funds,2026-08-06T01:13:00,SUB0025,1,False
PAY00398,CUST0116,499900,INR,"Network error, please retry",network_error,2026-08-18T08:22:00,SUB0051,1,True
PAY00399,CUST0148,149900,INR,DO_NOT_HONOR,bank_declined,2026-08-12T10:43:00,,1,False
PAY00400,CUST0115,299900,INR,CVV verification failed,invalid_cvv,2026-08-21T04:55:00,,1,True
PAY00401,CUST0087,49900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-03T05:21:00,SUB0075,1,True
PAY00402,CUST0182,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-12T23:37:00,SUB0043,1,True
PAY00403,CUST0048,999900,INR,Incorrect CVV entered,invalid_cvv,2026-08-09T23:44:00,SUB0102,1,True
PAY00404,CUST0027,49900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-13T16:48:00,SUB0040,1,False
PAY00405,CUST0022,99900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-10T14:40:00,SUB0044,1,True
PAY00406,CUST0008,149900,INR,Txn declined - low balance,insufficient_funds,2026-08-16T14:55:00,SUB0114,1,True
PAY00407,CUST0035,499900,INR,Unknown error occurred,other,2026-08-20T14:40:00,,1,False
PAY00408,CUST0112,299900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-18T07:51:00,SUB0106,1,True
PAY00409,CUST0067,149900,INR,Transaction failed,insufficient_funds,2026-08-10T15:34:00,,1,True
PAY00410,CUST0243,1999900,INR,Payment could not be processed,network_error,2026-08-10T19:14:00,SUB0049,1,True
PAY00411,CUST0106,99900,INR,CVV verification failed,invalid_cvv,2026-08-21T12:53:00,SUB0109,1,True
PAY00412,CUST0161,999900,INR,Txn declined - low balance,insufficient_funds,2026-08-18T08:26:00,SUB0035,1,True
PAY00413,CUST0075,149900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-20T15:12:00,SUB0137,1,True
PAY00414,CUST0006,99900,INR,Insufficient balance in account,insufficient_funds,2026-08-15T23:00:00,SUB0127,1,True
PAY00415,CUST0056,299900,INR,EXPIRED_CARD,card_expired,2026-08-12T14:44:00,SUB0038,1,False
PAY00416,CUST0015,99900,INR,Payment could not be processed,insufficient_funds,2026-08-07T08:52:00,SUB0064,1,True
PAY00417,CUST0099,49900,INR,"Network error, please retry",network_error,2026-08-07T14:47:00,SUB0054,1,True
PAY00418,CUST0122,99900,INR,EXPIRED_CARD,card_expired,2026-08-21T23:02:00,SUB0032,1,False
PAY00419,CUST0065,49900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-07T03:15:00,SUB0043,1,False
PAY00420,CUST0204,99900,INR,Insufficient balance in account,insufficient_funds,2026-08-01T01:37:00,SUB0040,1,False
PAY00421,CUST0096,49900,INR,Gateway timeout,network_error,2026-08-20T10:59:00,,1,False
PAY00422,CUST0016,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-04T04:31:00,,1,True
PAY00423,CUST0202,299900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-07T00:44:00,,1,True
PAY00424,CUST0065,499900,INR,CVV verification failed,invalid_cvv,2026-08-10T17:44:00,SUB0140,1,True
PAY00425,CUST0090,1999900,INR,EXPIRED_CARD,card_expired,2026-08-20T17:10:00,SUB0076,1,True
PAY00426,CUST0210,1999900,INR,Txn declined - low balance,insufficient_funds,2026-08-21T16:24:00,,1,False
PAY00427,CUST0159,49900,INR,Incorrect CVV entered,invalid_cvv,2026-08-18T12:12:00,SUB0142,1,True
PAY00428,CUST0040,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-04T03:33:00,SUB0034,1,False
PAY00429,CUST0046,99900,INR,Incorrect CVV entered,invalid_cvv,2026-08-04T01:36:00,SUB0126,1,True
PAY00430,CUST0135,499900,INR,Transaction failed,bank_declined,2026-08-03T00:59:00,,1,False
PAY00431,CUST0238,999900,INR,Incorrect CVV entered,invalid_cvv,2026-08-02T11:35:00,,1,False
PAY00432,CUST0211,149900,INR,Unknown error occurred,card_expired,2026-08-17T01:46:00,SUB0056,1,True
PAY00433,CUST0246,499900,INR,Declined by issuing bank,bank_declined,2026-08-13T06:12:00,SUB0046,1,False
PAY00434,CUST0143,1999900,INR,"Network error, please retry",network_error,2026-08-21T18:22:00,,1,True
PAY00435,CUST0110,499900,INR,Incorrect CVV entered,invalid_cvv,2026-08-13T16:21:00,SUB0114,1,True
PAY00436,CUST0239,149900,INR,EXPIRED_CARD,card_expired,2026-08-12T13:48:00,,1,False
PAY00437,CUST0083,499900,INR,DO_NOT_HONOR,bank_declined,2026-08-09T11:28:00,SUB0009,1,True
PAY00438,CUST0073,149900,INR,DO_NOT_HONOR,bank_declined,2026-08-01T09:14:00,SUB0071,1,True
PAY00439,CUST0236,299900,INR,DO_NOT_HONOR,bank_declined,2026-08-12T04:08:00,,1,True
PAY00440,CUST0064,299900,INR,Txn declined - low balance,insufficient_funds,2026-08-19T06:46:00,SUB0124,1,True
PAY00441,CUST0045,149900,INR,Declined by issuing bank,bank_declined,2026-08-02T23:51:00,SUB0015,1,False
PAY00442,CUST0236,299900,INR,"Network error, please retry",network_error,2026-08-14T03:55:00,,1,True
PAY00443,CUST0218,999900,INR,Declined by issuing bank,bank_declined,2026-08-13T01:19:00,SUB0145,1,False
PAY00444,CUST0039,49900,INR,This card is no longer valid,card_expired,2026-08-13T14:48:00,SUB0057,1,False
PAY00445,CUST0111,149900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-03T15:36:00,SUB0068,1,False
PAY00446,CUST0022,99900,INR,EXPIRED_CARD,card_expired,2026-08-05T15:35:00,SUB0147,1,False
PAY00447,CUST0051,149900,INR,DO_NOT_HONOR,bank_declined,2026-08-14T10:43:00,SUB0106,1,False
PAY00448,CUST0109,499900,INR,Card has expired,card_expired,2026-08-21T00:49:00,,1,False
PAY00449,CUST0158,299900,INR,"Network error, please retry",network_error,2026-08-02T07:12:00,SUB0022,1,True
PAY00450,CUST0029,99900,INR,Gateway timeout,network_error,2026-08-10T00:21:00,SUB0116,1,True
PAY00451,CUST0121,99900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-07T17:33:00,SUB0037,1,False
PAY00452,CUST0178,999900,INR,Gateway timeout,network_error,2026-08-17T01:16:00,SUB0070,1,True
PAY00453,CUST0014,149900,INR,Unknown error occurred,bank_declined,2026-08-12T03:01:00,,1,True
PAY00454,CUST0099,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-04T10:31:00,SUB0048,1,False
PAY00455,CUST0051,999900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-01T01:15:00,SUB0126,1,False
PAY00456,CUST0101,149900,INR,Gateway timeout,network_error,2026-08-12T20:19:00,,1,True
PAY00457,CUST0129,299900,INR,Insufficient balance in account,insufficient_funds,2026-08-01T17:17:00,SUB0101,1,True
PAY00458,CUST0169,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-20T20:43:00,SUB0040,1,True
PAY00459,CUST0110,499900,INR,Unknown error occurred,other,2026-08-05T06:41:00,SUB0052,1,True
PAY00460,CUST0221,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-05T20:59:00,SUB0018,1,True
PAY00461,CUST0143,1999900,INR,Declined by issuing bank,bank_declined,2026-08-05T23:01:00,,1,False
PAY00462,CUST0106,1999900,INR,Payment could not be processed,other,2026-08-21T23:17:00,SUB0034,1,True
PAY00463,CUST0048,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-08T19:14:00,SUB0021,1,True
PAY00464,CUST0177,499900,INR,Gateway timeout,network_error,2026-08-16T22:41:00,,1,True
PAY00465,CUST0126,49900,INR,DO_NOT_HONOR,bank_declined,2026-08-14T00:59:00,SUB0052,1,True
PAY00466,CUST0194,299900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-20T15:44:00,SUB0064,1,True
PAY00467,CUST0110,1999900,INR,Card has expired,card_expired,2026-08-13T23:20:00,,1,False
PAY00468,CUST0147,299900,INR,Declined by issuing bank,bank_declined,2026-08-15T01:56:00,SUB0102,1,False
PAY00469,CUST0189,999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-02T06:18:00,,1,True
PAY00470,CUST0199,149900,INR,"Network error, please retry",network_error,2026-08-20T01:44:00,SUB0116,1,True
PAY00471,CUST0024,499900,INR,Gateway timeout,network_error,2026-08-18T04:25:00,SUB0046,1,True
PAY00472,CUST0117,49900,INR,DO_NOT_HONOR,bank_declined,2026-08-09T10:44:00,,1,False
PAY00473,CUST0042,999900,INR,Gateway timeout,network_error,2026-08-15T20:23:00,,1,True
PAY00474,CUST0187,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-13T17:24:00,SUB0086,1,True
PAY00475,CUST0145,99900,INR,Incorrect CVV entered,invalid_cvv,2026-08-06T22:03:00,SUB0115,1,True
PAY00476,CUST0074,99900,INR,Declined by issuing bank,bank_declined,2026-08-01T19:48:00,SUB0128,1,True
PAY00477,CUST0140,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-07T18:42:00,SUB0021,1,True
PAY00478,CUST0154,149900,INR,DO_NOT_HONOR,bank_declined,2026-08-20T20:35:00,SUB0048,1,False
PAY00479,CUST0038,999900,INR,Transaction failed,insufficient_funds,2026-08-19T19:19:00,SUB0028,1,True
PAY00480,CUST0107,499900,INR,Transaction failed,other,2026-08-20T18:50:00,,1,False
PAY00481,CUST0192,149900,INR,Declined by issuing bank,bank_declined,2026-08-11T11:57:00,SUB0110,1,True
PAY00482,CUST0216,49900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-09T10:33:00,SUB0054,1,False
PAY00483,CUST0157,999900,INR,Insufficient balance in account,insufficient_funds,2026-08-20T22:18:00,,1,True
PAY00484,CUST0067,499900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-19T15:33:00,SUB0047,1,False
PAY00485,CUST0227,49900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-04T00:29:00,SUB0054,1,False
PAY00486,CUST0205,149900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-12T17:51:00,SUB0052,1,False
PAY00487,CUST0177,499900,INR,Insufficient balance in account,insufficient_funds,2026-08-18T10:49:00,,1,True
PAY00488,CUST0088,49900,INR,This card is no longer valid,card_expired,2026-08-06T06:21:00,,1,False
PAY00489,CUST0123,299900,INR,Incorrect CVV entered,invalid_cvv,2026-08-05T20:29:00,SUB0086,1,False
PAY00490,CUST0119,49900,INR,"Network error, please retry",network_error,2026-08-17T09:36:00,SUB0138,1,True
